NAZWA_ULICY;NUMER
ulica Strzelców;2
ulica Strzelców;2A
ulica Strzelców;5
ulica Strzelców;10
ulica Bobrowiecka;1A
ulica Bobrowiecka;1
ulica Bobrowiecka;1B
ulica Bartycka;49
ulica Bartycka;22A
ulica Bartycka;18A
ulica Bartycka;2
ulica Bartycka;18
ulica Bartycka;95
ulica Bartycka;101
ulica Bartycka;11C
ulica Bartycka;5
ulica Bartycka;10
ulica Bartycka;22
ulica Bartycka;179
ulica Bartycka;101A
ulica Bartycka;6
ulica Bartycka;116
ulica Bartycka;14
ulica Bartycka;89
ulica Bartycka;25
ulica Bartycka;20
ulica Bartycka;67
ulica Bartycka;183
ulica Bartycka;114
ulica Bartycka;115
ulica Strzelców;1F
ulica Strzelców;2B
ulica Strzelców;11
ulica Strzelców;3A
ulica Strzelców;3
ulica Strzelców;2C
ulica Strzelców;1D
ulica Strzelców;1C
ulica Strzelców;1B
ulica Boczańska;3
ulica Boczańska;23
ulica Boczańska;5B
ulica Boczańska;5
ulica Boczańska;5C
ulica Boczańska;5A
ulica Boczańska;6B
ulica Boczańska;21
ulica Boczańska;17B
ulica Boczańska;25
ulica Boczańska;8
ulica Boczańska;25A
ulica Boczańska;10A
ulica Boczańska;6
ulica Leona Berensona;75A
ulica Andrzeja Sołtana;1A
ulica Andrzeja Sołtana;3
ulica Andrzeja Sołtana;12
ulica Andrzeja Sołtana;6
ulica Andrzeja Sołtana;4
ulica Andrzeja Sołtana;2
ulica Spychowska;63
ulica Spychowska;57
ulica Spychowska;67
ulica Spychowska;17
ulica Spychowska;41
ulica Spychowska;49A
ulica Spychowska;2A
ulica Bartycka;11B
ulica Bartycka;110A
ulica św. Bonifacego;89
ulica św. Bonifacego;78
ulica św. Bonifacego;155
ulica św. Bonifacego;116
ulica św. Bonifacego;159
ulica św. Bonifacego;157
ulica św. Bonifacego;153
ulica św. Bonifacego;151
ulica św. Bonifacego;149
ulica św. Bonifacego;141
ulica św. Bonifacego;147
ulica św. Bonifacego;139
ulica św. Bonifacego;145
ulica św. Bonifacego;135
ulica św. Bonifacego;158
ulica św. Bonifacego;162
ulica św. Bonifacego;160
ulica św. Bonifacego;161
ulica św. Bonifacego;76
ulica św. Bonifacego;134
ulica św. Bonifacego;136
Aleja Wilanowska;301A
Aleja Wilanowska;301
Aleja Wilanowska;240
Aleja Wilanowska;228
Aleja Wilanowska;204
Aleja Wilanowska;182
Aleja Wilanowska;178
Aleja Wilanowska;196
Aleja Wilanowska;194
Aleja Wilanowska;180B
Aleja Wilanowska;108A
Aleja Wilanowska;105
Aleja Wilanowska;364B
Aleja Wilanowska;355
Aleja Wilanowska;259D
ulica Racjonalizacji;10
ulica Racjonalizacji;5
ulica Racjonalizacji;7
ulica Racjonalizacji;6/8
ulica Racławicka;104A
ulica Racławicka;24
ulica Racławicka;12
ulica Racławicka;6
ulica Racławicka;4
ulica Racławicka;140
ulica Racławicka;14
ulica Racławicka;2
ulica Racławicka;29B
ulica Racławicka;93
ulica Racławicka;8
ulica Racławicka;26
ulica Racławicka;102
ulica Racławicka;99B
ulica Racławicka;28
ulica Racławicka;22
ulica Racławicka;105
ulica Racławicka;103
ulica Racławicka;99
ulica Racławicka;101
ulica Racławicka;95
ulica Racławicka;94
ulica Racławicka;112
ulica Racławicka;118
ulica Racławicka;120
ulica Racławicka;124
ulica Biały Kamień;8C
ulica Biały Kamień;4
ulica Spychowska;2B
ulica Spychowska;59
ulica Spychowska;3
ulica Spychowska;53
ulica Spychowska;11
ulica Spychowska;49
ulica Spychowska;61
ulica Spychowska;65
ulica Spychowska;43
ulica Spychowska;55
ulica Spychowska;51
ulica Spychowska;47
ulica Biały Kamień;2
ulica Biały Kamień;8
ulica Biały Kamień;3
ulica Biały Kamień;1
ulica Biały Kamień;5
ulica Biały Kamień;7
ulica Biały Kamień;8A
ulica Biały Kamień;8B
ulica Biały Kamień;8E
ulica Biały Kamień;8D
ulica Bielawska;3
ulica Bielawska;4
ulica Spychowska;45
ulica Spychowska;39
ulica Spychowska;37
ulica Spychowska;35
ulica Spychowska;33A
ulica Spychowska;25
ulica Spychowska;23
ulica Spychowska;21
ulica Telefoniczna;6
ulica Telefoniczna;8
ulica Telewizyjna;31
ulica Telewizyjna;24
ulica Bielawska;2
ulica Bielawska;1
ulica Bielawska;6
ulica Bielawska;5
ulica Chochołowska;11A
ulica Chochołowska;6
ulica Chochołowska;5B
ulica Chochołowska;5A
ulica Chochołowska;5
ulica Chochołowska;4
ulica Chochołowska;3C
ulica Chochołowska;3B
ulica Chochołowska;3A
ulica Chochołowska;3
ulica Chochołowska;1C
ulica Chochołowska;1B
ulica Chochołowska;1A
ulica Chochołowska;14A
ulica Chochołowska;9
ulica Chochołowska;5C
ulica Chocimska;11
ulica Chocimska;14
ulica Chocimska;37
ulica Chocimska;31
ulica Chocimska;35
ulica Chocimska;33
ulica Chocimska;29
ulica Chocimska;28
ulica Chocimska;22
ulica Chocimska;8/10
ulica Chocimska;7
ulica Chocimska;6
ulica Bobrowiecka;10A
ulica Bobrowiecka;5
ulica Bobrowiecka;8
ulica Bobrowiecka;11
ulica Bobrowiecka;11C
ulica Bobrowiecka;11B
ulica Bobrowiecka;11D
ulica Bobrowiecka;3A
ulica Bobrowiecka;3
ulica Bobrowiecka;6
ulica Bobrowiecka;10B
ulica Bocheńska;14
ulica Cisowa;11A
ulica Cisowa;19A
ulica Cisowa;8A
ulica Cisowa;20
ulica Cisowa;18
ulica Cisowa;8
ulica Cisowa;6A
ulica Cisowa;14
ulica Cisowa;5
ulica Cisowa;6
ulica Cisowa;19
ulica Cisowa;17
ulica Cisowa;15
ulica Cybernetyki;19B
ulica Cybernetyki;2G
ulica Cybernetyki;2F
ulica Cybernetyki;2B
ulica Cybernetyki;2A
ulica Cybernetyki;15
ulica Telewizyjna;35
ulica Telewizyjna;3
ulica Telewizyjna;34
ulica Telewizyjna;37
ulica Telewizyjna;17
ulica Telewizyjna;23
ulica Telewizyjna;4
ulica Telewizyjna;40
ulica Telewizyjna;33A
ulica Anilinowa;1A
ulica Anilinowa;6
ulica Anilinowa;8
ulica Cybernetyki;13
ulica Cybernetyki;2C
ulica Cybernetyki;4
ulica Cybernetyki;13A
ulica Cybernetyki;6
ulica Cybernetyki;10
ulica Cybernetyki;4A
ulica Cybernetyki;19A
ulica Cybernetyki;7H
ulica Cybernetyki;3C
ulica Cybernetyki;3
ulica Cybernetyki;3B
ulica Cybernetyki;3A
ulica Cybernetyki;21
ulica Dworska;1
ulica Dworska;7
ulica Dworska;5
ulica św. Bonifacego;150
ulica św. Bonifacego;148
ulica św. Bonifacego;92
ulica św. Bonifacego;144
ulica św. Bonifacego;140
ulica św. Bonifacego;74
ulica św. Bonifacego;154
ulica Anilinowa;2
ulica Anilinowa;4
ulica Anilinowa;1C
ulica Anilinowa;1B
ulica Animuszu;1
ulica Animuszu;4
ulica Animuszu;2
ulica Animuszu;6
ulica Animuszu;8
ulica Animuszu;6A
ulica Annopol;4
ulica Annopol;20
ulica Annopol;19
ulica Annopol;3
ulica Annopol;5
ulica Białołęcka;178D
ulica Białołęcka;186C
ulica Białołęcka;372F
ulica Białołęcka;372B
ulica Białołęcka;366D
ulica Białołęcka;194A
ulica Białołęcka;194
ulica Białołęcka;192A
ulica Białołęcka;288
ulica Białołęcka;288A
ulica Białołęcka;370F
ulica Białołęcka;158E
ulica Białołęcka;271
ulica Białołęcka;372G
ulica Białołęcka;221
ulica Białołęcka;168
ulica Białołęcka;222
ulica Białołęcka;178A
ulica Białołęcka;229
ulica Białołęcka;269P
ulica Białołęcka;269N
ulica Białołęcka;294D
ulica Cypryjska;2D
ulica Cypryjska;2E
ulica Cypryjska;2G
ulica Cypryjska;12
ulica Cypryjska;2H
ulica Cypryjska;19
ulica Cypryjska;11
ulica Cypryjska;66
ulica Cypryjska;89
ulica Cypryjska;13
ulica Cypryjska;72
ulica Cypryjska;2B
ulica Cypryjska;39
ulica Cypryjska;48
ulica Cypryjska;97
ulica Cypryjska;64
ulica Cypryjska;63
ulica Cypryjska;46
ulica Cypryjska;29
ulica Cypryjska;30
ulica Cypryjska;28
ulica Cypryjska;60
ulica Cypryjska;10
ulica Cypryjska;93
ulica Cypryjska;20
ulica Cypryjska;43
ulica Cypryjska;67
ulica Cytrynowa;2
ulica Cytrynowa;26A
ulica Cytrynowa;6
ulica Cytrynowa;28
ulica Cytrynowa;12
ulica Cytrynowa;32
ulica Jarosława Dąbrowskiego;82D
ulica Jarosława Dąbrowskiego;82F
ulica Jarosława Dąbrowskiego;84B
ulica Jarosława Dąbrowskiego;34
ulica Jarosława Dąbrowskiego;30
ulica Jarosława Dąbrowskiego;79
ulica Racławicka;126
ulica Racławicka;128
ulica Skrzetuskiego;16A
ulica Skrzetuskiego;14B
ulica Skrzetuskiego;4B
ulica Skrzetuskiego;40A
ulica Skrzetuskiego;40
ulica Skrzetuskiego;36
ulica Skrzetuskiego;34A
ulica Skrzetuskiego;32
ulica Skrzetuskiego;30
ulica Skrzetuskiego;28
ulica Skrzetuskiego;26
ulica Skrzetuskiego;24
ulica Skrzetuskiego;22A
ulica Skrzetuskiego;22
ulica Skrzetuskiego;20
ulica Skrzetuskiego;20A
ulica Skrzetuskiego;18
ulica Skrzetuskiego;16
ulica Skrzetuskiego;14A
ulica Skrzetuskiego;14
ulica Skrzetuskiego;12
ulica Skrzetuskiego;10
ulica Skrzetuskiego;8
ulica Skrzetuskiego;6
ulica Skrzetuskiego;4A
ulica Skrzetuskiego;4
ulica Skrzetuskiego;2
ulica Skrzetuskiego;29
ulica Skrzetuskiego;25
ulica Truskawiecka;20
ulica Truskawiecka;18
ulica Truskawiecka;16
ulica Truskawiecka;1
ulica Truskawiecka;17A
ulica Truskawiecka;31
ulica Truskawiecka;29
ulica Truskawiecka;27
ulica Truskawiecka;25
ulica Truskawiecka;23
ulica Truskawiecka;19
ulica Truskawiecka;4A
ulica Truskawiecka;4
ulica Chocimska;5
ulica Chocimska;3A
ulica Chocimska;3
ulica Chocimska;2
ulica Domaniewska;50
ulica Domaniewska;39A
ulica Domaniewska;32
ulica Domaniewska;17/19
ulica Domaniewska;14
ulica Domaniewska;10
ulica Domaniewska;47
ulica Domaniewska;33
ulica Domaniewska;31
ulica Domaniewska;20
ulica Domaniewska;12
ulica Domaniewska;45
ulica Domaniewska;48
ulica Domaniewska;16
ulica Domaniewska;28
ulica Domaniewska;30
ulica Domaniewska;26
ulica Domaniewska;40
ulica Domaniewska;41C
ulica Domaniewska;35A
ulica Domaniewska;35B
ulica Domaniewska;13/15
ulica Domaniewska;9/11
ulica Białołęcka;294B
ulica Białołęcka;253E
ulica Białołęcka;412C
ulica Białołęcka;269L
ulica Białołęcka;269H
ulica Białołęcka;174
ulica Białołęcka;402B
ulica Świetlików;9
ulica Świetlików;8
ulica Aleksandra Świętochowskiego;2
ulica Aleksandra Świętochowskiego;3
ulica Aleksandra Świętochowskiego;1
ulica Domaniewska;41A
ulica Domaniewska;22
ulica Domaniewska;37B
ulica Domaniewska;34A
ulica Domaniewska;22A
ulica Domaniewska;36/38
ulica Domaniewska;50B
ulica Domaniewska;37
ulica Antoniewska;5C
ulica Antoniewska;5B
ulica Antoniewska;5A
ulica Antoniewska;46
ulica Antoniewska;21A
ulica Antoniewska;21
ulica Antoniewska;1D
ulica Antoniewska;22
ulica Antoniewska;44
ulica Antoniewska;28
ulica Antoniewska;19
ulica Aleksandra Dyżewskiego;17
ulica Aleksandra Dyżewskiego;16
ulica Aleksandra Dyżewskiego;2
ulica Aleksandra Dyżewskiego;6
ulica Aleksandra Dyżewskiego;8
ulica Aleksandra Dyżewskiego;10
ulica Aleksandra Dyżewskiego;12
ulica Aleksandra Dyżewskiego;14
ulica Aleksandra Dyżewskiego;18
ulica Aleksandra Dyżewskiego;20
ulica Aleksandra Dyżewskiego;15
ulica Aleksandra Dyżewskiego;13
ulica Aleksandra Dyżewskiego;4
ulica Aleksandra Dyżewskiego;11
ulica Aleksandra Dyżewskiego;9
ulica Aleksandra Dyżewskiego;7
ulica Aleksandra Dyżewskiego;5
ulica Aleksandra Dyżewskiego;3
ulica Aleksandra Dyżewskiego;1
ulica Józefa Piusa Dziekońskiego;1
ulica Dzikich Jabłoni;8
ulica Dzikich Jabłoni;4
ulica Dzikich Jabłoni;6
ulica Dzikich Jabłoni;12
ulica Dzikich Jabłoni;10
ulica Jarosława Dąbrowskiego;41
ulica Jana Sebastiana Bacha;35A
ulica Jana Sebastiana Bacha;32
ulica Jana Sebastiana Bacha;10A
ulica Jana Sebastiana Bacha;35
ulica Jana Sebastiana Bacha;12
ulica Jana Sebastiana Bacha;10
ulica Jana Sebastiana Bacha;7
ulica Jana Sebastiana Bacha;31
ulica Jana Sebastiana Bacha;28
ulica Jana Sebastiana Bacha;26A
ulica Jana Sebastiana Bacha;14
ulica Jana Sebastiana Bacha;20
ulica Jana Sebastiana Bacha;22
ulica Łagowska;5
ulica Łagowska;6
ulica Łagowska;7
ulica Łagowska;7A
ulica Łagowska;3
ulica Łagowska;2
ulica Łagowska;2A
ulica Łagowska;1
ulica Łagowska;4
ulica Łagowska;8
ulica płk. Witolda Łokuciewskiego;9
ulica płk. Witolda Łokuciewskiego;4
ulica płk. Witolda Łokuciewskiego;5
ulica płk. Witolda Łokuciewskiego;2
ulica płk. Witolda Łokuciewskiego;4A
ulica Leona Berensona;12
ulica Leona Berensona;9A
ulica Leona Berensona;9
ulica Leona Berensona;17N
ulica Leona Berensona;17A
ulica Leona Berensona;47
ulica Leona Berensona;44
ulica Leona Berensona;85
ulica Leona Berensona;83A
ulica Leona Berensona;51G
ulica Leona Berensona;51F
ulica Leona Berensona;51E
ulica Leona Berensona;51D
ulica Leona Berensona;12D
ulica Leona Berensona;12C
ulica Leona Berensona;12B
ulica Leona Berensona;12A
ulica Leona Berensona;13
ulica Leona Berensona;35
ulica Leona Berensona;151C
ulica Leona Berensona;121G
ulica Leona Berensona;19M
ulica Leona Berensona;121F
ulica Leona Berensona;121E
ulica Modlińska;165B
ulica Modlińska;247
ulica Modlińska;241
ulica Modlińska;228
ulica Modlińska;225D
ulica Modlińska;225C
ulica Modlińska;91
ulica Modlińska;324A
ulica Modlińska;225B
ulica Modlińska;339
ulica Modlińska;169
ulica Modlińska;322
ulica Modlińska;173
ulica Modlińska;175
ulica Kępa Tarchomińska;9A
ulica Kępa Tarchomińska;6T/1
ulica Kępa Tarchomińska;6T
ulica Kępa Tarchomińska;36A
ulica Jana Sebastiana Bacha;26
ulica Jana Sebastiana Bacha;30
ulica Bachmacka;1
ulica Bachmacka;6
ulica Bachmacka;1A
ulica Jarosława Dąbrowskiego;40
ulica Jarosława Dąbrowskiego;1
ulica Jarosława Dąbrowskiego;12
ulica Jarosława Dąbrowskiego;13
ulica Jarosława Dąbrowskiego;14
ulica Jarosława Dąbrowskiego;15
ulica Jarosława Dąbrowskiego;16
ulica Jarosława Dąbrowskiego;24
ulica Jarosława Dąbrowskiego;28
ulica Jarosława Dąbrowskiego;35
ulica Jarosława Dąbrowskiego;3
ulica Jarosława Dąbrowskiego;10
ulica Jarosława Dąbrowskiego;46
ulica Jarosława Dąbrowskiego;40A
ulica Jarosława Dąbrowskiego;19
ulica Jarosława Dąbrowskiego;88
ulica Jarosława Dąbrowskiego;34A
ulica Jarosława Dąbrowskiego;19A
ulica Jarosława Dąbrowskiego;27
ulica Egejska;7
ulica Egejska;17A
ulica Egejska;17B
ulica Bartycka;103
ulica Bartycka;135
ulica Bartycka;173
ulica Bartycka;77
ulica Bartycka;65D
ulica Bartycka;65E
ulica Bartycka;65B
ulica Bartycka;53B
ulica Bartycka;37
ulica Bartycka;11
ulica Bartycka;3
ulica Bartycka;4
ulica Bartycka;81
ulica Bartycka;63
ulica Bartycka;24A
ulica Bartycka;12
ulica Bartycka;11A
ulica Bartycka;71
ulica Bartycka;69
ulica Bartycka;61
ulica Bartycka;43
ulica Bartycka;101B
ulica Bartycka;53
ulica Bartycka;63A
ulica Truskawiecka;2A
ulica Truskawiecka;2
ulica Truskawiecka;15A
ulica Truskawiecka;13A
ulica Truskawiecka;9A
ulica Truskawiecka;7A
ulica Truskawiecka;5A
ulica Truskawiecka;3A
ulica Truskawiecka;17
ulica Truskawiecka;15
ulica Truskawiecka;11
ulica Truskawiecka;9
ulica Truskawiecka;7
ulica Truskawiecka;5
ulica Truskawiecka;10B
ulica Truskawiecka;10A
ulica Truskawiecka;10
Aleja Wilanowska;73
Aleja Wilanowska;79
Aleja Wilanowska;307
Aleja Wilanowska;87B
Aleja Wilanowska;43
ulica Kępa Tarchomińska;18E
ulica Kępa Tarchomińska;6N/1
ulica Kępa Tarchomińska;25
ulica Kępa Tarchomińska;9C
ulica Kępa Tarchomińska;14E
ulica Kępa Tarchomińska;14D
ulica Kępa Tarchomińska;6S
ulica Kępa Tarchomińska;6R/1
ulica Kępa Tarchomińska;6U/1
ulica Kępa Tarchomińska;6U
Aleja Wilanowska;95
Aleja Wilanowska;89
Aleja Wilanowska;33
Aleja Wilanowska;103
Aleja Wilanowska;91C
Aleja Wilanowska;67E
Aleja Wilanowska;372
Aleja Wilanowska;261E
Aleja Wilanowska;261O
Aleja Wilanowska;214
Aleja Wilanowska;126
Aleja Wilanowska;363
ulica Kępa Tarchomińska;6E/1
ulica Mirabelki;21
ulica Mirabelki;3
ulica Mirabelki;11
ulica Mirocińska;8
ulica Mirocińska;2
ulica Mirocińska;4
ulica Mirocińska;24
ulica Mirocińska;6
ulica Mirocińska;13
ulica Misia Uszatka;4
ulica Misia Uszatka;26
Aleja Wilanowska;238
Aleja Wilanowska;364A
Aleja Wilanowska;41
Aleja Wilanowska;365
Aleja Wilanowska;305
Aleja Wilanowska;335
Aleja Wilanowska;261I
Aleja Wilanowska;265
Aleja Wilanowska;269
Aleja Wilanowska;271
ulica Antoniewska;3E
ulica Antoniewska;3D
ulica Antoniewska;44A
ulica Antoniewska;2B
ulica Antoniewska;34
ulica Antoniewska;28C
ulica Antoniewska;28B
ulica Antoniewska;54
ulica Antoniewska;12
ulica Antoniewska;5
ulica Antoniewska;2
ulica Antoniewska;42
ulica Antoniewska;1B
ulica Antoniewska;1A
ulica Antoniewska;56
ulica Antoniewska;23
ulica Antoniewska;25A
ulica Antoniewska;3C
ulica Antoniewska;46A
ulica Antoniewska;25
ulica Bieżanowska;1
ulica Bieżanowska;3
ulica Bieżanowska;6
ulica Bieżanowska;4A
ulica Bieżanowska;4
ulica Bieżanowska;2
ulica Bieżanowska;7
ulica Bieżanowska;5
ulica Blacharska;1
ulica Bluszczańska;11E
ulica Bluszczańska;40
ulica Bluszczańska;38
ulica Bluszczańska;7A
ulica Bluszczańska;36
ulica Bluszczańska;7
ulica Bluszczańska;5G
ulica Bluszczańska;5F
ulica Bluszczańska;7B
ulica Bluszczańska;11
ulica Bluszczańska;61
ulica Bluszczańska;63
ulica Bluszczańska;65
ulica Bluszczańska;67
ulica Bluszczańska;21A
ulica Bluszczańska;19D
ulica Bachmacka;15
ulica Bachmacka;6A
ulica Bachmacka;3
ulica Bachmacka;2
ulica Bachmacka;4
ulica Bachmacka;5
ulica Bachmacka;6B
ulica Badowska;2A
ulica Badowska;19
ulica Badowska;15
ulica Badowska;2
ulica Balladyny;1D
ulica Balladyny;1
ulica Balladyny;5
ulica Balladyny;3B
ulica Bocheńska;1
ulica Bocheńska;10
ulica Bocheńska;8
ulica Bocheńska;7
ulica Bocheńska;5
ulica Bocheńska;3
ulica Bocheńska;2
ulica Bocheńska;32/34
ulica Bocheńska;22
ulica Bocheńska;29
ulica Bocheńska;27
ulica Bocheńska;21
ulica Bocheńska;18
ulica Bocheńska;16
ulica Bogunki;5
ulica Bogunki;3
ulica Bokserska;38
ulica Bokserska;66
ulica Bokserska;48
ulica Bokserska;46A
ulica Bokserska;46
ulica Bokserska;42
ulica Bokserska;40
ulica Bokserska;36
ulica Bokserska;34
ulica Bokserska;32
ulica Bokserska;30
ulica Bokserska;6
ulica Bokserska;4
ulica Bokserska;62
ulica Bokserska;2
ulica Bokserska;62A
ulica Bokserska;64
ulica Bartycka;22C
ulica Bartycka;24
ulica Bartycka;16A
ulica Bartycka;175
ulica Bartłomieja;12
ulica Bartłomieja;5
ulica Bartłomieja;3
ulica Bartłomieja;10
ulica Bartłomieja;2
ulica Bartłomieja;8
ulica św. Bonifacego;152
ulica św. Bonifacego;146
ulica św. Bonifacego;138
ulica św. Bonifacego;137
ulica św. Bonifacego;4
ulica św. Bonifacego;132
ulica św. Bonifacego;129
ulica św. Bonifacego;127
ulica św. Bonifacego;125
ulica św. Bonifacego;130
ulica św. Bonifacego;131
ulica Boryszewska;2A
ulica Boryszewska;10
ulica Boryszewska;12
ulica Boryszewska;9B
ulica Boryszewska;14
ulica Boryszewska;15
ulica Boryszewska;13
ulica Boryszewska;11
ulica Boryszewska;9A
ulica Boryszewska;9
ulica Boryszewska;4
ulica Boryszewska;2B
ulica Braci Pillatich;1
ulica Braci Pillatich;4
ulica Braci Pillatich;3
ulica Broniwoja;3
ulica Broniwoja;5
ulica Broniwoja;10
ulica Broniwoja;8
ulica Cytrynowa;30
ulica Cytrynowa;26
ulica Cytrynowa;24
ulica Cytrynowa;22
ulica Misia Uszatka;22
ulica Misia Uszatka;6
ulica Międzyrzecze;13D
ulica Międzyrzecze;22
ulica Międzyrzecze;44
ulica Międzyrzecze;21D
ulica Międzyrzecze;21C
ulica Międzyrzecze;46
ulica Międzyrzecze;13A
ulica Międzyrzecze;13
ulica Międzyrzecze;29
ulica Cytrynowa;20
ulica Cytrynowa;18
ulica Suwak;3
ulica Suwak;7B
ulica Suwak;5
ulica Suwak;7
ulica Suwak;14
ulica Suwak;11
ulica Sułkowicka;2/4
ulica Sułkowicka;10
ulica Sułkowicka;8
ulica Sułkowicka;6
ulica Sycylijska;2
ulica Sypniewska;4
ulica Syryńska;8
ulica Syryńska;4
ulica Syryńska;6
ulica Syryńska;10
ulica Syryńska;2
ulica Szarotki;3
ulica Szarotki;6
ulica Szarotki;11A
ulica Szarotki;9
ulica Szarotki;4
ulica Szarotki;4A
ulica Szarotki;8
ulica Międzyrzecze;12
ulica Kuszników;13
ulica Kuszników;18A
ulica Kuszników;18
ulica Kwietniowa;24
ulica Kwietniowa;11
ulica Kwietniowa;4
ulica Kwietniowa;6
ulica Kwietniowa;8
ulica Kwietniowa;22
ulica Kwietniowa;5
ulica Kwietniowa;20
ulica Kwietniowa;18
ulica Kłosowa;12
ulica Kłosowa;11
ulica Kłosowa;10
ulica Kłosowa;5A
ulica Kłosowa;7
ulica Kłosowa;8
ulica Kłosowa;3
ulica Kłosowa;6
ulica Kłosowa;9
ulica Kłosowa;13
ulica Kłosowa;2
ulica Kłosowa;5
ulica Kąty Grodziskie;115A
ulica Lemiesz;21B
ulica Lemiesz;21A
ulica Lemiesz;21
ulica Lemiesz;4
ulica Lemiesz;24
ulica Lemiesz;56
ulica Lemiesz;59A
ulica Lemiesz;59
ulica Lemiesz;4B
ulica Lemiesz;63
ulica Lemiesz;60
ulica Lemiesz;58B
ulica Lemiesz;58A
ulica Lemiesz;58
ulica Lemiesz;60A
ulica Lemiesz;62
ulica Lemiesz;4A
ulica Lemiesz;4F
ulica Lemiesz;4D
ulica Lemiesz;18
ulica Lemiesz;18A
ulica Lemiesz;20
ulica Lemiesz;8A
ulica Lemiesz;4C
ulica Leszczynowa;11B
ulica Szarotki;10
ulica Szarotki;11
ulica Szarotki;7A
ulica Szarotki;7
ulica Szarotki;5
ulica Szarotki;3A
ulica Szczekocińska;3
ulica Szczekocińska;4A
ulica Wiktorska;20
ulica Wiktorska;16
ulica Wiktorska;83/87
ulica Wiktorska;49/53
ulica Wiktorska;33
ulica Leszczynowa;2A
ulica Leszczynowa;4A
ulica Leszczynowa;9
ulica Leszczynowa;7
ulica Leszczynowa;6A
ulica Leszczynowa;2C
ulica Leszczynowa;2B
ulica Leszczynowa;8
ulica Leszczynowa;6
ulica Małego Rycerza;14C
ulica Małego Rycerza;14D
ulica Małego Rycerza;6A
ulica Wiktorska;31
ulica Wiktorska;29
ulica Wiktorska;7/11
ulica Wiktorska;76
ulica Wiktorska;78
ulica Wiktorska;84
ulica Wiktorska;91
ulica Wiktorska;89
ulica Wiktorska;6
ulica Wiktorska;99
ulica Wiktorska;94/96
ulica Wiktorska;24
ulica Postępu;4
ulica Postępu;14A
ulica Postępu;7
ulica Postępu;22
ulica Postępu;17D
ulica Postępu;15
ulica Postępu;3
ulica Postępu;18B
ulica Postępu;18A
ulica Postępu;18
ulica Postępu;12A
ulica Postępu;14
ulica Postępu;11A
ulica Postępu;1
ulica Postępu;9
ulica Postępu;9A
ulica Postępu;19
ulica Postępu;17
ulica Postępu;15C
ulica Postępu;15D
ulica Postępu;15B
ulica Postępu;6
ulica Postępu;2
ulica Postępu;14B
ulica Postępu;15E
ulica Postępu;11
ulica Potoki;7
ulica Potoki;2
ulica Potoki;6A
ulica Potoki;3
ulica Potoki;1
ulica Potoki;6E
ulica Potoki;4B
ulica Potoki;5
ulica Potoki;4A
ulica Miączyńska;65
ulica Miączyńska;63
ulica Miączyńska;67A
ulica Miączyńska;71A
ulica Miączyńska;61
ulica Miączyńska;59
ulica Miączyńska;73A
ulica Miączyńska;52B
ulica Miączyńska;57
ulica Miączyńska;53
ulica Miączyńska;52A
ulica Miączyńska;50B
ulica Miączyńska;51
ulica Miączyńska;49
ulica Miączyńska;47
ulica Macedońska;29
ulica Macedońska;36
ulica Macedońska;42
ulica Macedońska;50
ulica Macedońska;6
ulica Macedońska;54
ulica Macedońska;56
ulica Macedońska;7
ulica Macedońska;52
ulica Antoniego Józefa Madalińskiego;4
ulica Antoniego Józefa Madalińskiego;101A
ulica Antoniego Józefa Madalińskiego;70/78D
ulica Antoniego Józefa Madalińskiego;67C
ulica Antoniego Józefa Madalińskiego;99A
ulica Antoniego Józefa Madalińskiego;94
ulica Antoniego Józefa Madalińskiego;57
ulica Antoniego Józefa Madalińskiego;99
ulica Antoniego Józefa Madalińskiego;38
ulica Antoniego Józefa Madalińskiego;91
ulica Antoniego Józefa Madalińskiego;89
ulica Antoniego Józefa Madalińskiego;87A
ulica Antoniego Józefa Madalińskiego;85
ulica Antoniego Józefa Madalińskiego;83B
ulica Antoniego Józefa Madalińskiego;73/75
ulica Antoniego Józefa Madalińskiego;71
ulica Antoniego Józefa Madalińskiego;69A
ulica Morszyńska;43
ulica Morszyńska;41G
ulica Morszyńska;41F
ulica Morszyńska;41E
ulica Morszyńska;41D
ulica Morszyńska;41C
ulica Morszyńska;41B
ulica Morszyńska;41A
ulica Morszyńska;41
ulica Morszyńska;39
ulica Morszyńska;35A
